"","klasifikasi","score","text"
"689","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"690","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"691","Negatif",-1,"  how is it that you dont understand how our voting system works the american people chose joe biden o"
"692","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"693","Negatif",-3," breaking joe biden says he has no immediate plans to speak with vladimir putin unless putin is interested in ending the war"
"694","Positif",1,"thats great joe biden will ruin his scam reputation with the union and it will cost the democrats in the next ele "
"695","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"696","Negatif",-4,"high inflation crime and open borders  this is the joe biden administration  you get what you voted for  can yo "
"697","Negatif",-4,"    yes he is joe biden is doing the same thing and so has th "
"698","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"699","Positif",2,"  story time in  joe biden returned a rental car to an arizona  inside it police discovered a used "
"700","Negatif",-5,"what if it turns out trumps sensitive government documents end up being the evidence needed to put joe and hunte "
"701","Negatif",-1," no single person in the modern history of this country has done more damage to our border than joe biden the deaths trashing"
"702","Negatif",-1," i have been opposed to the ukraine scam front the beginning biden family has been laundering money there f "
"703","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"704","Negatif",-3," macron biden say west will never persuade ukraine to unacceptable compromise with russia  french president emman"
"705","Negatif",-2," breaking president biden vows to get rail workers paid sick leave in a separate bill says i think were going to ge"
"706","Negatif",-4," why havent you covered the joe biden  for the big guy scandal joe took money from foreign countries as a "
"707","Positif",2," biden just released a statement thanking the bipartisan effort to crush workers who were about to strike   "
"708","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"709","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"710","Negatif",-1," after  vowed to release internal  communications on why the joehunter biden laptop story was quashed ex"
"711","Negatif",-1,"  correction joe biden jammed a bad deal down workers throats"
"712","Netral",0," should joe biden take a cognitive test "
"713","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"714","Positif",2," biden just released a statement thanking the bipartisan effort to crush workers who were about to strike   "
"715","Negatif",-2," breaking president biden vows to get rail workers paid sick leave in a separate bill says i think were going to ge"
"716","Negatif",-1,"bidens controversial move infuriates rail unions as catastrophic strike looms joe biden blew it via "
"717","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"718","Negatif",-1," impeach dictator joe biden"
"719","Netral",0," president trump worked for free joe biden is working for china"
"720","Positif",1,"  the bidens are as corrupt as the clintons amp  barack hussein  lock them up quid pro joe the big "
"721","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"722","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"723","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"724","Netral",0,"obama saves joe biden by stepping in  "
"725","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"726","Netral",0," president trump worked for free joe biden is working for china"
"727","Netral",0," president trump worked for free joe biden is working for china"
"728","Netral",0," now do the former vice president joe biden racialjungles youaintblack crimebill"
"729","Negatif",-2," biden macron condemn russias war pledge more air defense for ukraine  us president joe biden held a meeting wi"
"730","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"731","Negatif",-1," joe biden is the greatest national security threat in the history of the presidency"
"732","Negatif",-1," thank you joe biden and the dems you can gfy deathsantis"
"733","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"734","Negatif",-1," dear   the vermont aflcio is troubled that president joe biden a democrat would seek to have congress impose"
"735","Netral",0," impeach joe biden"
"736","Netral",0," president joe biden is hosting french president emmanuel macron for the first state dinner of his presidency follow newsweek"
"737","Netral",0," us president joe biden and french president emmanuel macron will dine at an elaborate feast at the white house on thurs"
"738","Positif",1,"exactly our great great grandchildren will be paying for joe bidens spending "
"739","Netral",0," president trump worked for free joe biden is working for china"
"740","Netral",0,"holy crap  tucker is off the rails "
"741","Netral",0," should joe biden take a cognitive test "
"742","Netral",0," joe biden has not been to the southern border"
"743","Negatif",-1," justin trudeau boris johnson ursula leyen joe biden do not want you to see these protests against nato and united stat"
"744","Negatif",-1," he looks like joe biden amp  george bush had a baby"
"745","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"746","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"747","Negatif",-1," joe biden belongs in prison not the white house"
"748","Netral",0," president trump worked for free joe biden is working for china"
"749","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"750","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"751","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"752","Netral",0," president trump worked for free joe biden is working for china"
"753","Negatif",-2," joe biden and the suits on one side railroad workers on the other side easy call"
"754","Negatif",-3," i dont defend everything about kanyewest but i listened to his words  he didnt fully praise hitler  he said he d"
"755","Negatif",-3," macron biden say west will never persuade ukraine to unacceptable compromise with russia  french president emman"
"756","Negatif",-3," joe biden said that he together with french president macron are determined to hold the russian federation and putin"
"757","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"758","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"759","Netral",0," president trump worked for free joe biden is working for china"
"760","Positif",1,"  ill take tweets that joe biden didnt actually compose for  please"
"761","Netral",0," president trump worked for free joe biden is working for china"
"762","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"763","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"764","Netral",0,"president joe biden is asking national democrats to ditch iowa and instead promote south carolina as the partys fi "
"765","Negatif",-3,"joe biden is the person that is being investigated his son hunter merely brought the evidence to light we have to "
"766","Netral",0," joe biden forgot to read the part of the notecard that tells him to leave the mic on the podium "
"767","Netral",0," uncle joebiden"
"768","Negatif",-1," justin trudeau boris johnson ursula leyen joe biden do not want you to see these protests against nato and united stat"
"769","Negatif",-1," after  vowed to release internal  communications on why the joehunter biden laptop story was quashed ex"
"770","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"771","Negatif",-3," do you really need to be reminded that you and joe biden joined  senators in preventing railroad workers from winning "
"772","Negatif",-3," breaking joe biden says he has no immediate plans to speak with vladimir putin unless putin is interested in ending the war"
"773","Positif",1," pres biden wants south carolina to have the first nominating contest in  followed by nevada new hampshire then michiga"
"774","Positif",1," florida gov ron desantis would defeat president joe biden in a hypothetical  matchup according to a new survey of people"
"775","Negatif",-3," if your daddy had built the wall that he promised the american people joe biden wouldnt even have to worry about it"
"776","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"777","Netral",0," exclusive tara reade calls gopmajority house to investigate alleged sexual assault by joe biden "
"778","Negatif",-2,"i will curse joe biden for the border problem"
"779","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"780","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"781","Positif",2,"   is your daddy named joe biden too your president looks sharp as "
"782","Netral",0," president trump worked for free joe biden is working for china"
"783","Negatif",-3," macron biden say west will never persuade ukraine to unacceptable compromise with russia  french president emman"
"784","Netral",0," joe biden has not been to the southern border"
"785","Netral",0," president trump worked for free joe biden is working for china"
"786","Negatif",-3,"  there would be no nasa if it wouldnt be for spacexbut theyll never agnolidge spacex like lying joe "
"787","Negatif",-1," no single person in the modern history of this country has done more damage to our border than joe biden the deaths trashing"
"788","Positif",2,"  story time in  joe biden returned a rental car to an arizona  inside it police discovered a used "
"789","Negatif",-1," after  vowed to release internal  communications on why the joehunter biden laptop story was quashed ex"
"790","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"791","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"792","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"793","Netral",0," joe biden thats laughable "
"794","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"795","Negatif",-1," joe biden belongs in prison not the white house"
"796","Negatif",-1," justin trudeau boris johnson ursula leyen joe biden do not want you to see these protests against nato and united stat"
"797","Negatif",-4," the left the democrats joe biden tim apple cook and the leftist media are a bunch of communist bitch "
"798","Negatif",-1," justin trudeau boris johnson ursula leyen joe biden do not want you to see these protests against nato and united stat"
"799","Negatif",-1," joe biden belongs in prison not the white house"
"800","Netral",0," resident indians fyi  if joe biden doesnt give way to an ambulance  not just american news media but the entire populatio"
"801","Negatif",-1," joe biden just stabbed railroad workers in the back and tried to convince everyone he was fighting for the working class"
"802","Positif",1," honestly i really wish bernie had gone after biden much more aggressively in the primaries instead of being as nice as he"
"803","Netral",0," president trump worked for free joe biden is working for china"
"804","Negatif",-1,"  joe biden is a badass legislator and i am behind him "
"805","Netral",0," joe biden and congress have infinite money for ukraine  but cant give railroad workers basic demands "
"806","Positif",1," florida gov ron desantis would defeat president joe biden in a hypothetical  matchup according to a new survey of people"
"807","Positif",1,"  joe biden is worm food since "
"808","Netral",0," ill take responsibility instead of blaming others  joe biden  "
"809","Positif",1," florida gov ron desantis would defeat president joe biden in a hypothetical  matchup according to a new survey of people"
"810","Negatif",-3," do you think joe biden and the democrats are behind ftx"
"811","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"812","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"813","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"814","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"815","Netral",0," president trump worked for free joe biden is working for china"
"816","Positif",1,"lance gross amp  eva were a nice looking couple wheres that video of her crying watching joe biden be a bullshitter "
"817","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"818","Netral",0," no one cares about trumps tax returns we care about joe bidens business ties to china russia amp  especially ukraine"
"819","Netral",0," president trump worked for free joe biden is working for china"
"820","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"821","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"822","Negatif",-3," if they truly do a bot purge joe biden will have  followers left"
"823","Negatif",-4,"bidens reaction to unrest in china iran questioned by critics    with major street protes "
"824","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"825","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"826","Netral",0,"   joe biden is the worst president in history  so theres that"
"827","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"828","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"829","Netral",0," president trump worked for free joe biden is working for china"
"830","Netral",0," president trump worked for free joe biden is working for china"
"831","Negatif",-1," what has joe biden done for black people other than use them for political gain"
"832","Negatif",-4," what is joe bidens plan to bring wendy williams back so she can exclusively comment on the amy robach and tj holmes affa"
"833","Netral",0," joe biden firing thousands of brave service men and women for refusing the covid vaccine is wrong   it should be your choi"
"834","Negatif",-3," i dont defend everything about kanyewest but i listened to his words  he didnt fully praise hitler  he said he d"
"835","Negatif",-3," i dont defend everything about kanyewest but i listened to his words  he didnt fully praise hitler  he said he d"
"836","Negatif",-1," joe biden belongs in prison not the white house"
"837","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"838","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"839","Netral",0," moreover the  midterms proved joe biden was more popular than the pollsters political pundits and highpaid analy"
"840","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"841","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"842","Negatif",-3,"  the real joe biden  bomb belgrade  take out their oil supply  send american pilots in and blow up all the bridg"
"843","Negatif",-2," cnn lays off talentless pundit with a penchant for framing events as bad news for democrats why this "
"844","Negatif",-3," do you think joe biden and the democrats are behind ftx"
"845","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"846","Negatif",-1," remember that time that  states shut down vote counting until the middle of the night totally coincidentally and then jo"
"847","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"848","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"849","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"850","Negatif",-3," joe biden said that he together with french president macron are determined to hold the russian federation and putin"
"851","Negatif",-2," a nationwide freight rail strike that president joe biden warned would have decimated the us economy has been averted afte"
"852","Positif",2," biden just released a statement thanking the bipartisan effort to crush workers who were about to strike   "
"853","Netral",0," joe bidens nonbinary nuclear agent fired for stealing luggage amp  going   via  ht"
"854","Netral",0," dont forget to add joe biden in that mix"
"855","Negatif",-1," president joe biden and french president emmanuel macron hope to demonstrate that the historic alliance between the two cou"
"856","Negatif",-5," media  long time viewers of cnn are described as feeling lost and confused following the news chri "
"857","Netral",0,"  since you cant use google apparently   sure fits the left violent suppression o "
"858","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"859","Negatif",-2," breaking president biden vows to get rail workers paid sick leave in a separate bill says i think were going to ge"
"860","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"861","Negatif",-3," the us militarys covid vaccine mandate is simply a tool joe biden is using to weaken our military and the gop should r"
"862","Negatif",-2,"does anybody on twitter know who jon cooper is  my god all this guy posts is crap about donald trump when our sit "
"863","Negatif",-5," fake news writing headlines right now like making fun of joe biden for the flankerback moment is racist and transpho"
"864","Positif",1," meanwhile at the white house north portico president joe biden and first lady jill biden welcome french president emmanuel ma"
"865","Negatif",-1," a fox news reporter asked one important question that left joe biden seething with rage "
"866","Netral",0," president trump worked for free joe biden is working for china"
"867","Negatif",-3," i dont defend everything about kanyewest but i listened to his words  he didnt fully praise hitler  he said he d"
"868","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"869","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"870","Negatif",-1," i want rubio to be a champion of workers lets see what he comes out with in the next few days policywise i still th"
"871","Netral",0," french president emmanuel macron snatched an unexpected win from his us counterpart getting joe biden to suggest that"
"872","Negatif",-3,"  joe biden is a pathological liar and believes his own fantasys "
"873","Netral",0," very much alive bernie sanders so is hillary barack obama joe biden nancy pelosi chuck schumer and elizabeth warr"
"874","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"875","Negatif",-4," people forget two generations dont even realize  joe biden spent appx  years learning how to be president and commander"
"876","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"877","Negatif",-3," i dont defend everything about kanyewest but i listened to his words  he didnt fully praise hitler  he said he d"
"878","Negatif",-1,"a fox news reporter asked one important question that left joe biden seething with rage "
"879","Negatif",-1," video  us president joe biden and first lady jill biden welcome french president emmanuel macron and his wife brigitte macron at"
"880","Negatif",-1," should joe biden send americas air marshals to guard our border instead of stopping hijackers"
"881","Positif",1," joe biden dropped them in texas with no shoes  your point"
"882","Negatif",-1," joe biden belongs in prison not the white house"
"883","Negatif",-5," reminder joe biden pulled a bait and switch on student loans he conned all his lil gen zombie voters he knew it was unla"
"884","Netral",0," president trump worked for free joe biden is working for china"
"885","Netral",0,"  thats joe biden for you"
"886","Netral",0," president trump worked for free joe biden is working for china"
"887","Netral",0," president trump worked for free joe biden is working for china"
"888","Positif",2," biden just released a statement thanking the bipartisan effort to crush workers who were about to strike   "
"889","Negatif",-1," lying joe biden says no more drilling of any kind period  unless its in venezuela  or iran  or any place other th"
"890","Netral",0," president trump worked for free joe biden is working for china"
"891","Netral",0," joe biden forgot to read the part of the notecard that tells him to leave the mic on the podium "
"892","Negatif",-1,"   a woman who bullied parkland victims and wants to impeach joe biden gets a profile on fr"
"893","Positif",2,"  joe biden looks like an airhead walking around "
"894","Negatif",-1," us president joe biden and french president emmanuel macron presented a united front on ukraine and biden said he would talk"
"895","Negatif",-3,"the bills have punted satan is skating his way to work joe biden is being impeached pigs are flying"
"896","Negatif",-1," the war in ukraine was utterly unnecessary it was caused because joe biden decided to waive sanctions that i wrote to allo"
"897","Negatif",-1,"i want rubio to be a champion of workers lets see what he comes out with in the next few days policywise i sti "
"898","Netral",0," president trump worked for free joe biden is working for china"
"899","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"900","Netral",0," president trump worked for free joe biden is working for china"
"901","Netral",0," president trump worked for free joe biden is working for china"
"902","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"903","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"904","Negatif",-2," us president joe biden plans to meet prince william and catherine in boston "
"905","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"906","Negatif",-5," tell joe sleep biden not to come to brazil because here is full of invitations and he could die he t "
"907","Negatif",-2," joe biden and the suits on one side railroad workers on the other side easy call"
"908","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"909","Negatif",-1," flashback hunters corruption implicates joe biden "
"910","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"911","Negatif",-5," todays democrat partyjoe biden chuck schumer and john kerry cannot be bothered to care about the slavery misery and op"
"912","Positif",1," florida gov ron desantis would defeat president joe biden in a hypothetical  matchup according to a new survey of people"
"913","Netral",0," should joe biden take a cognitive test "
"914","Netral",0," president trump worked for free joe biden is working for china"
"915","Netral",0," president trump worked for free joe biden is working for china"
"916","Negatif",-1," what has joe biden done for black people other than use them for political gain"
"917","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"918","Negatif",-1," a jack ass could even beat joe biden at this point"
"919","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"920","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"921","Positif",1," breaking president biden announces that his administration will protect spirit mountain a sacred indigenous site in"
"922","Negatif",-3," the left the democrats joe biden tim apple cook and the leftist media are a bunch of communist "
"923","Negatif",-1," video  us president joe biden and first lady jill biden welcome french president emmanuel macron and his wife brigitte macron at"
"924","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"925","Netral",0," joe biden and congress have infinite money for ukraine  but cant give railroad workers basic demands "
"926","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"927","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"928","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"929","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"930","Netral",0," are we assuming identity now   this could be joe biden as well   ukraine is full of nazis"
"931","Positif",2," biden just released a statement thanking the bipartisan effort to crush workers who were about to strike   "
"932","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"933","Netral",0," government prostitution of child sex trafficking wheres the fbi joe biden knows about this "
"934","Netral",0," and joe biden says its a great deal for whom"
"935","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"936","Negatif",-1," should joe biden send americas air marshals to guard our border instead of stopping hijackers"
"937","Negatif",-1," oh stop it im still laughing about joe biden and can stop laughing about him now you want me to "
"938","Negatif",-1," fuck joe biden and every politician who wants to force railroad workers back to work railstrike"
"939","Netral",0," president trump worked for free joe biden is working for china"
"940","Negatif",-2,"a nationwide freight rail strike that president joe biden warned would have decimated the us economy has been ave "
"941","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"942","Negatif",-3,"  i dont want zbiden to forget his appointees removed sick leave from the tentative agreement in th "
"943","Negatif",-3," reporter sir do you have a message to the protesters in china   joe biden ignores and walks away "
"944","Negatif",-1," no single person in the modern history of this country has done more damage to our border than joe biden the deaths trashing"
"945","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"946","Positif",1," last night antifa attempted to attack a tpusa event at the university of new mexico this is the second night in a row"
"947","Netral",0,"joe manchin stops biden with a brick wall  maga trump trump  "
"948","Netral",0," president trump worked for free joe biden is working for china"
"949","Negatif",-1," dear   the vermont aflcio is troubled that president joe biden a democrat would seek to have congress impose"
"950","Netral",0,"  bruner on gop hunter probe this is not about hunter biden this is not about a laptop this is totally about joe bi"
"951","Negatif",-3," i dont defend everything about kanyewest but i listened to his words  he didnt fully praise hitler  he said he d"
"952","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"953","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"954","Negatif",-1," joe biden belongs in prison not the white house"
"955","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"956","Positif",1,"joe biden drops iowa pushes south carolina as st  primarystate "
"957","Negatif",-4,"joe biden is a communit pig and should face treason and be publicly hung"
"958","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"959","Negatif",-3,"  the real joe biden  bomb belgrade  take out their oil supply  send american pilots in and blow up all the bridg"
"960","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"961","Negatif",-1,"  i also see bill amp  hilliary barack and michael obama joe biden without dr biden joy b "
"962","Netral",0," every day men and women drop everything to serve and protect our nation  joe bidens willing to discharge them becau"
"963","Negatif",-3," joe biden he lies a lot and joe biden is a jim crow democrat "
"964","Positif",1," president joe biden reveals that the department of justice is investigating the  case of the missing renaissance visuals   t"
"965","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"966","Negatif",-1," no single person in the modern history of this country has done more damage to our border than joe biden the deaths trashing"
"967","Netral",0," president trump worked for free joe biden is working for china"
"968","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"969","Netral",0," dinner with joe biden is black tie while dinner with donald trump is white hood"
"970","Netral",0," president trump worked for free joe biden is working for china"
"971","Negatif",-1,"latest biden macron vow unity against russia discuss trade row presidents joe biden and emmanuel macron vowed to "
"972","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"973","Negatif",-1,"  mr president im a former ultra maga republican but ive realized how wrong i was about "
"974","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"975","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"976","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"977","Negatif",-5," todays democrat partyjoe biden chuck schumer and john kerry cannot be bothered to care about the slavery misery and op"
"978","Negatif",-1," joe biden belongs in prison not the white house"
"979","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"980","Positif",2,"  story time in  joe biden returned a rental car to an arizona  inside it police discovered a used "
"981","Negatif",-2," what is sad is that even joe biden knows that the usa is one of a few places where workers dont h "
"982","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"983","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"984","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"985","Negatif",-2," so joe biden and trump both have sons who are crackheads  who cares but unfortunately with gop c "
"986","Negatif",-1," joe biden belongs in prison not the white house"
"987","Netral",0,"mr biden placates the eu during a meeting with french president emmanuel macron us president joe biden said ther "
"988","Negatif",-6," here you go again spreading smear amp  false rumors  pres trumps kids do not smoke drink alcohol "
"989","Netral",0," whos side is joe biden on take action now   "
"990","Negatif",-3," yes bought and paid for joe   im confused  who is biden the head of which government  because he s "
"991","Negatif",-1," joe biden belongs in prison not the white house"
"992","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"993","Netral",0," president trump worked for free joe biden is working for china"
"994","Netral",0," joe biden and congress have infinite money for ukraine  but cant give railroad workers basic demands "
"995","Positif",2,"  story time in  joe biden returned a rental car to an arizona  inside it police discovered a used "
"996","Negatif",-1," newt gingrich on joe biden  republicans must learn to quit underestimating   conservatives hostility to biden a"
"997","Netral",0," at the behest of joe biden us senate now using federal law to force railroad workers to accept contracts they voted to reject"
"998","Negatif",-1," joe bidens treasury secretary is blaming inflation on you because you spent too much of your own money   thats insane"
"999","Negatif",-1," why cant democrats admit that joe biden caused the border crisis"
"1000","Negatif",-2,"  if thats the case joe bidens follower count should drop by about "
